# atlas	512	512	35
32	2	2	0	0	0.0000	-25.5850	0.0000	-0.0000	18.0000
33	28	2	6	14	0.0000	-11.5850	6.0000	-14.0000	8.0000
34	54	2	14	7	0.0000	-11.5850	14.0000	-7.0000	16.0000
35	80	2	19	14	0.0000	-11.5850	19.0000	-14.0000	21.0000
36	106	2	16	19	0.0000	-9.5850	16.0000	-19.0000	18.0000
37	132	2	16	19	0.0000	-9.5850	16.0000	-19.0000	18.0000
38	158	2	16	19	0.0000	-9.5850	16.0000	-19.0000	18.0000
39	184	2	6	7	0.0000	-11.5850	6.0000	-7.0000	8.0000
40	210	2	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
41	236	2	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
42	262	2	16	12	0.0000	-11.5850	16.0000	-12.0000	18.0000
43	288	2	16	9	0.0000	-14.5850	16.0000	-9.0000	18.0000
44	314	2	6	9	0.0000	-19.5850	6.0000	-9.0000	8.0000
45	340	2	11	3	0.0000	-17.5850	11.0000	-3.0000	13.0000
46	366	2	6	6	0.0000	-19.5850	6.0000	-6.0000	8.0000
47	392	2	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
48	418	2	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
49	2	26	6	14	0.0000	-11.5850	6.0000	-14.0000	8.0000
50	28	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
51	54	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
52	80	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
53	106	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
54	132	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
55	158	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
56	184	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
57	210	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
58	236	26	6	14	0.0000	-11.5850	6.0000	-14.0000	8.0000
59	262	26	6	17	0.0000	-11.5850	6.0000	-17.0000	8.0000
60	288	26	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
61	314	26	11	9	0.0000	-14.5850	11.0000	-9.0000	13.0000
62	340	26	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
63	366	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
64	392	26	19	19	0.0000	-9.5850	19.0000	-19.0000	21.0000
65	418	26	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
66	2	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
67	28	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
68	54	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
69	80	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
70	106	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
71	132	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
72	158	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
73	184	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
74	210	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
75	236	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
76	262	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
77	288	50	19	14	0.0000	-11.5850	19.0000	-14.0000	21.0000
78	314	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
79	340	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
80	366	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
81	392	50	16	17	0.0000	-11.5850	16.0000	-17.0000	18.0000
82	418	50	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
83	2	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
84	28	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
85	54	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
86	80	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
87	106	74	19	14	0.0000	-11.5850	19.0000	-14.0000	21.0000
88	132	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
89	158	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
90	184	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
91	210	74	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
92	236	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
93	262	74	11	14	0.0000	-11.5850	11.0000	-14.0000	13.0000
94	288	74	8	9	0.0000	-11.5850	8.0000	-9.0000	11.0000
95	314	74	11	3	0.0000	-25.5850	11.0000	-3.0000	13.0000
96	340	74	6	7	0.0000	-11.5850	6.0000	-7.0000	8.0000
97	366	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
98	392	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
99	418	74	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
100	2	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
101	28	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
102	54	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
103	80	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
104	106	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
105	132	98	6	14	0.0000	-11.5850	6.0000	-14.0000	8.0000
106	158	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
107	184	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
108	210	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
109	236	98	21	14	0.0000	-11.5850	21.0000	-14.0000	24.0000
110	262	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
111	288	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
112	314	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
113	340	98	16	17	0.0000	-11.5850	16.0000	-17.0000	18.0000
114	366	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
115	392	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
116	418	98	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
117	2	122	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
118	28	122	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
119	54	122	21	14	0.0000	-11.5850	21.0000	-14.0000	24.0000
120	80	122	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
121	106	122	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
122	132	122	16	14	0.0000	-11.5850	16.0000	-14.0000	18.0000
123	158	122	14	14	0.0000	-11.5850	14.0000	-14.0000	16.0000
124	184	122	6	20	0.0000	-11.5850	6.0000	-20.0000	8.0000
125	210	122	14	14	0.0000	-11.5850	14.0000	-14.0000	16.0000
126	236	122	16	11	0.0000	-14.5850	16.0000	-11.0000	18.0000
183	262	122	10	18	0.0000	-9.5850	10.0000	-18.0000	10.0000
8201	288	122	1	1	0.0000	-25.5850	0.0000	0.0000	9.0000
8212	314	122	21	18	0.0000	-9.5850	21.0000	-18.0000	21.0000
8216	340	122	22	18	0.0000	-9.5850	22.0000	-18.0000	22.0000
